adm0	country	adm1	ISO
Egypt	Egypt	North_Sinai	EGY
Indonesia	Indonesia	North_Sulawesi	IDN
Indonesia	Indonesia	North_Sumatra	IDN
South_Africa	South_Africa	North_West	ZAF
Botswana	Botswana	North_West_District	BWA
Zambia	Zambia	North_Western	ZMB
Sri_Lanka	Sri_Lanka	North_Western_Province	LKA
North_Macedonia	North_Macedonia	Northeast	MKD
Iceland	Iceland	Northeastern_Region	ISL
Eritrea	Eritrea	Northen_Red_Sea_Region	ERI
Fiji	Fiji	Northern	FJI
South_Sudan	South_Sudan	Northern_Bahr_El_Ghazal	SSD
Saudi_Arabia	Saudi_Arabia	Northern_Borders	SAU
South_Africa	South_Africa	Northern_Cape	ZAF
Bahrain	Bahrain	Northern_Governorate	BHR
UK	UK	Northern_Ireland	GBR
Northern_Mariana_Islands	Northern_Mariana_Islands	Northern_Islands	MNP
Finland	Finland	Northern_Ostrobothnia	FIN
Rwanda	Rwanda	Northern_Province	RWA
Malawi	Malawi	Northern_Region	MWI
Finland	Finland	Northern_Savonia	FIN
Sudan	Sudan	Northern_State	SDN
Australia	Australia	Northern_Territory	AUS
New_Zealand	New_Zealand	Northland	NZL
Cameroon	Cameroon	Northwest	CMR
Canada	Canada	Northwest_Territories	CAN
Iceland	Iceland	Northwestern_Region	ISL
Mauritania	Mauritania	Nouakchott	MRT
France	France	Nouvelle_Aquitaine	FRA
Canada	Canada	Nova_Scotia	CAN
Russia	Russia	Novgorod	RUS
Russia	Russia	Novosibirsk	RUS
Chile	Chile	Nuble	CHL
Venezuela	Venezuela	Nueva_Esparta	VEN
Nicaragua	Nicaragua	Nueva_Segovia	NIC
Mexico	Mexico	Nuevo_Leon	MEX
Somalia	Somalia	Nugaal	SOM
Tuvalu	Tuvalu	Nui	TUV
Tuvalu	Tuvalu	Nukufetau	TUV
Canada	Canada	Nunavut	CAN
Libya	Libya	Nuqat_Al_Khams	LBY
Afghanistan	Afghanistan	Nuristan	AFG
Kenya	Kenya	Nyamira	KEN
Kenya	Kenya	Nyandarua	KEN
Gabon	Gabon	Nyanga	GAB
Kenya	Kenya	Nyeri	KEN
Guinea	Guinea	Nzerekore	GIN
Mexico	Mexico	Oaxaca	MEX
Slovenia	Slovenia	Obalnokraska	SVN
Djibouti	Djibouti	Obock	DJI
Switzerland	Switzerland	Obwalden	CHE
France	France	Occitanie	FRA
Honduras	Honduras	Ocotepeque	HND
Cambodia	Cambodia	Oddar_Meanchey	KHM
Crimea	Crimea	Odessa_Oblast	UKR
India	India	Odisha	IND
Timor_Leste	Timor_Leste	Oecusse	TLS
Ireland	Ireland	Offaly	IRL
Gabon	Gabon	Ogooue_Ivindo	GAB
Gabon	Gabon	Ogooue_Lolo	GAB
Gabon	Gabon	Ogooue_Maritime	GAB
Nigeria	Nigeria	Ogun	NGA
Namibia	Namibia	Ohangwena_Region	NAM
USA	USA	Ohio	USA
Guinea_Bissau	Guinea_Bissau	Oio	GNB
Japan	Japan	Oita	JPN
Japan	Japan	Okayama	JPN
Japan	Japan	Okinawa	JPN
USA	USA	Oklahoma	USA
Honduras	Honduras	Olancho	HND
Czech_Republic	Czech_Republic	Olomouc_Region	CZE
Romania	Romania	Olt	ROU
Namibia	Namibia	Omaheke_Region	NAM
Central_African_Republic	Central_African_Republic	Ombella_M'Poko	CAF
Mongolia	Mongolia	Omnogovi	MNG
Russia	Russia	Omsk	RUS
Namibia	Namibia	Omusati_Region	NAM
Nigeria	Nigeria	Ondo	NGA
Canada	Canada	Ontario	CAN
Poland	Poland	Opolskie	POL
Algeria	Algeria	Oran	DZA
Belize	Belize	Orange_Walk	BLZ
Andorra	Andorra	Ordino	AND
Sweden	Sweden	Orebro	SWE
USA	USA	Oregon	USA
Ecuador	Ecuador	Orellana	ECU
Russia	Russia	Orenburg	RUS
Morocco	Morocco	Oriental	MAR
Mongolia	Mongolia	Orkhon	MNG
Papua_New_Guinea	Papua_New_Guinea	Oro	PNG
Ethiopia	Ethiopia	Oromia	ETH
Bolivia	Bolivia	Oruro	BOL
Russia	Russia	Oryol	RUS
Japan	Japan	Osaka	JPN
Kyrgyzstan	Kyrgyzstan	Osh_Region	KGZ
Namibia	Namibia	Oshana_Region	NAM
Namibia	Namibia	Oshikoto_Region	NAM
Croatia	Croatia	Osijek_Baranja	HRV
Norway	Norway	Oslo	NOR
Slovenia	Slovenia	Osrednjeslovenska	SVN
Sweden	Sweden	Ostergotland	SWE
Finland	Finland	Ostrobothnia	FIN
Nigeria	Nigeria	Osun	NGA
New_Zealand	New_Zealand	Otago	NZL
British_Virgin_Islands	British_Virgin_Islands	Other_Islands	VGB
Namibia	Namibia	Otjozondjupa_Region	NAM
Chad	Chad	Ouaddai	TCD
Central_African_Republic	Central_African_Republic	Ouaka	CAF
Mayotte	Mayotte	Ouangani	MYT
Algeria	Algeria	Ouargla	DZA
Lao	Lao	Oudomxay	LAO
Benin	Benin	Oueme	BEN
Central_African_Republic	Central_African_Republic	Ouham	CAF
Central_African_Republic	Central_African_Republic	Ouham_Pende	CAF
Algeria	Algeria	Oum_El_Bouaghi	DZA
Seychelles	Seychelles	Outer_Isla	SYC
Netherlands	Netherlands	Overijssel	NLD
Mongolia	Mongolia	Ovorkhangai	MNG
Nigeria	Nigeria	Oyo	NGA
Bermuda	Bermuda	Paget	BMU
Malaysia	Malaysia	Pahang	MYS
Finland	Finland	Paijat_Hame	FIN
Cambodia	Cambodia	Pailin	KHM
Afghanistan	Afghanistan	Paktika	AFG
Afghanistan	Afghanistan	Paktya	AFG
Samoa	Samoa	Palauli	WSM
Mayotte	Mayotte	Pamandzi	MYT
Mauritius	Mauritius	Pamplemousses	MUS
Bolivia	Bolivia	Pando	BOL
Lithuania	Lithuania	Panevezys	LTU
Afghanistan	Afghanistan	Panjsher	AFG
Cyprus	Cyprus	Paphos	CYP
Indonesia	Indonesia	Papua	IDN
Brazil	Brazil	Para	BRA
Paraguay	Paraguay	Paraguari	PRY
Brazil	Brazil	Paraiba	BRA
Suriname	Suriname	Paramaribo	SUR
Brazil	Brazil	Parana	BRA
Czech_Republic	Czech_Republic	Pardubicky_Region	CZE
Estonia	Estonia	Parnu_Maakond	EST
Bhutan	Bhutan	Paro_District	BTN
Afghanistan	Afghanistan	Parwan	AFG
Peru	Peru	Pasco	PER
Ecuador	Ecuador	Pastaza	ECU
Thailand	Thailand	Pathum_Thani_Province	THA
Thailand	Thailand	Pattani_Province	THA
Cabo_Verde	Cabo_Verde	Paul	CPV
Kazakhstan	Kazakhstan	Pavlodar_Region	KAZ
France	France	Pays_De_La_Loire	FRA
Uruguay	Uruguay	Paysandu	URY
Bulgaria	Bulgaria	Pazardzhik	BGR
Serbia	Serbia	Pcinja_District	SRB
Dominican_Republic	Dominican_Republic	Pedernales	DOM
North_Macedonia	North_Macedonia	Pelagonia	MKD
Palau	Palau	Peleliu	PLW
Greece	Greece	Peloponisos_W._Greece_&_Ionian	GRC
Bhutan	Bhutan	Pemagatshel_District	BTN
Trinidad_And_Tobago	Trinidad_And_Tobago	Penal_Debe	TTO
Vanuatu	Vanuatu	Penama	VUT
Malaysia	Malaysia	Penang	MYS
Taiwan	Taiwan	Penghu	TWN
USA	USA	Pennsylvania	USA
Russia	Russia	Penza	RUS
Malaysia	Malaysia	Perak	MYS
Dominican_Republic	Dominican_Republic	Peravia	DOM
Malaysia	Malaysia	Perlis	MYS
Russia	Russia	Perm_Krai	RUS
Brazil	Brazil	Pernambuco	BRA
Bulgaria	Bulgaria	Pernik	BGR
Hungary	Hungary	Pest_Megye	HUN
Guatemala	Guatemala	Peten	GTM
Thailand	Thailand	Phangnga_Province	THA
Thailand	Thailand	Phatthalung_Province	THA
Thailand	Thailand	Phayao_Province	THA
Thailand	Thailand	Phetchabun_Province	THA
Thailand	Thailand	Phetchaburi_Province	THA
Thailand	Thailand	Phichit_Province	THA
Thailand	Thailand	Phitsanulok_Province	THA
Cambodia	Cambodia	Phnom_Penh	KHM
Kiribati	Kiribati	Phoenix_Islands	KIR
Lao	Lao	Phongsaly	LAO
Thailand	Thailand	Phra_Nakhon_Si_Ayutthaya_Province	THA
Thailand	Thailand	Phrae_Province	THA
Vietnam	Vietnam	Phu_Tho	VNM
Vietnam	Vietnam	Phu_Yen	VNM
Thailand	Thailand	Phuket_Province	THA
Brazil	Brazil	Piaui	BRA
Ecuador	Ecuador	Pichincha	ECU
Italy	Italy	Piemonte	ITA
Cuba	Cuba	Pinar_Del_Rio	CUB
Taiwan	Taiwan	Pingtung_County	TWN
Finland	Finland	Pirkanmaa	FIN
Serbia	Serbia	Pirot_District	SRB
Guam	Guam	Piti	GUM
Peru	Peru	Piura	PER
Mauritius	Mauritius	Plaines_Wilhems	MUS
Seychelles	Seychelles	Plaisance	SYC
Liechtenstein	Liechtenstein	Planken	LIE
Nigeria	Nigeria	Plateau	NGA
Burkina_Faso	Burkina_Faso	Plateau_Central	BFA
Republic_Of_The_Congo	Republic_Of_The_Congo	Plateaux	COG
Togo	Togo	Plateaux_Region	TGO
Bulgaria	Bulgaria	Pleven	BGR
Bulgaria	Bulgaria	Plovdiv	BGR
Czech_Republic	Czech_Republic	Plzen_Region	CZE
Croatia	Croatia	Pozega_Slavonia	HRV
Poland	Poland	Podkarpackie	POL
Poland	Poland	Podlaskie	POL
Slovenia	Slovenia	Podravska	SVN
Serbia	Serbia	Podunavlje_District	SRB
Federated_States_Of_Micronesia	Federated_States_Of_Micronesia	Pohnpei	FSM
Trinidad_And_Tobago	Trinidad_And_Tobago	Point_Fortin	TTO
Guadeloupe	Guadeloupe	Pointe_A_Pitre	GLP
Seychelles	Seychelles	Pointe_La	SYC
Republic_Of_The_Congo	Republic_Of_The_Congo	Pointe_Noire	COG
North_Macedonia	North_Macedonia	Polog	MKD
Crimea	Crimea	Poltava_Oblast	UKR
Estonia	Estonia	Polva_Maakond	EST
Guyana	Guyana	Pomeroon_Supenaam	GUY
Serbia	Serbia	Pomoravlje_District	SRB
Poland	Poland	Pomorskie	POL
Slovenia	Slovenia	Pomurska	SVN
Republic_Of_The_Congo	Republic_Of_The_Congo	Pool	COG
Seychelles	Seychelles	Port_Glaud	SYC
Mauritius	Mauritius	Port_Louis	MUS
Trinidad_And_Tobago	Trinidad_And_Tobago	Port_Of_Spain	TTO
Egypt	Egypt	Port_Said	EGY
Portugal	Portugal	Portalegre	PRT
Jamaica	Jamaica	Portland	JAM
Portugal	Portugal	Porto	PRT
Cabo_Verde	Cabo_Verde	Porto_Novo	CPV
Venezuela	Venezuela	Portuguesa	VEN
Slovenia	Slovenia	Posavska	SVN
Guyana	Guyana	Potaro_Siparuni	GUY
Bolivia	Bolivia	Potosi	BOL
Thailand	Thailand	Prachin_Buri_Province	THA
Thailand	Thailand	Prachuap_Khiri_Khan_Province	THA
Czech_Republic	Czech_Republic	Prague	CZE
Romania	Romania	Prahova	ROU
Cabo_Verde	Cabo_Verde	Praia	CPV
Cambodia	Cambodia	Preah_Sihanouk	KHM
Cambodia	Cambodia	Preah_Vihear	KHM
Paraguay	Paraguay	Presidente_Hayes	PRY
Slovakia	Slovakia	Presov	SVK
Cambodia	Cambodia	Prey_Veng	KHM
Croatia	Croatia	Primorje_Gorski_Kotar	HRV
Slovenia	Slovenia	Primorskonotranjska	SVN
Russia	Russia	Primorsky_Krai	RUS
Canada	Canada	Prince_Edward_Island	CAN
Trinidad_And_Tobago	Trinidad_And_Tobago	Princes_Town	TTO
Sao_Tome_And_Principe	Sao_Tome_And_Principe	Principe_Province	STP
France	France	Provence_Alpes_Cote_Dazur	FRA
Nepal	Nepal	Province_1	NPL
Nepal	Nepal	Province_2	NPL
Nepal	Nepal	Province_3	NPL
Nepal	Nepal	Province_4	NPL
Nepal	Nepal	Province_5	NPL
Nepal	Nepal	Province_6	NPL
Nepal	Nepal	Province_7	NPL
Costa_Rica	Costa_Rica	Provincia_Alajuela	CRI
Costa_Rica	Costa_Rica	Provincia_Cartago	CRI
Panama	Panama	Provincia_De_Bocas_Del_Toro	PAN
Panama	Panama	Provincia_De_Chiriqui	PAN
Panama	Panama	Provincia_De_Cocle	PAN
Panama	Panama	Provincia_De_Darien	PAN
Panama	Panama	Provincia_De_Herrera	PAN
Panama	Panama	Provincia_De_Los_Santos	PAN
Panama	Panama	Provincia_De_Panama	PAN
Panama	Panama	Provincia_De_Panama_Oeste	PAN
Panama	Panama	Provincia_De_Veraguas	PAN
Costa_Rica	Costa_Rica	Provincia_Guanacaste	CRI
Costa_Rica	Costa_Rica	Provincia_Heredia	CRI
Costa_Rica	Costa_Rica	Provincia_Limon	CRI
Costa_Rica	Costa_Rica	Provincia_Puntarenas	CRI
Costa_Rica	Costa_Rica	Provincia_San_Jose	CRI
Russia	Russia	Pskov	RUS
India	India	Puducherry	IND
Mexico	Mexico	Puebla	MEX
Dominican_Republic	Dominican_Republic	Puerto_Plata	DOM
USA	USA	Puerto_Rico	USA
Italy	Italy	Puglia	ITA
Bhutan	Bhutan	Punakha_District	BTN
India	India	Punjab	IND
Peru	Peru	Puno	PER
Cambodia	Cambodia	Pursat	KHM
Malaysia	Malaysia	Putrajaya	MYS
Colombia	Colombia	Putumayo	COL
Tanzania,_United_Republic_Of	Tanzania,_United_Republic_Of	Pwani	TZA
North_Korea	North_Korea	Pyongannam_Do	PRK
North_Korea	North_Korea	Pyongyang	PRK
Lesotho	Lesotho	Qacha'S_Nek_District	LSO
Egypt	Egypt	Qalyubia	EGY
Uzbekistan	Uzbekistan	Qashqadaryo_Region	UZB
Iran	Iran	Qazvin	IRN
Egypt	Egypt	Qena	EGY
Greenland	Greenland	Qeqertalik	GRL
Greenland	Greenland	Qeqqata	GRL
China	China	Qinghai	CHN
Iran	Iran	Qom	IRN
Vietnam	Vietnam	Quang_Binh	VNM
Vietnam	Vietnam	Quang_Nam	VNM
Vietnam	Vietnam	Quang_Ngai	VNM
Vietnam	Vietnam	Quang_Ninh	VNM
Vietnam	Vietnam	Quang_Tri	VNM
Canada	Canada	Quebec	CAN
Australia	Australia	Queensland	AUS
Mexico	Mexico	Queretaro	MEX
Guatemala	Guatemala	Quetzaltenango	GTM
Guatemala	Guatemala	Quiche	GTM
Guinea_Bissau	Guinea_Bissau	Quinara	GNB
Colombia	Colombia	Quindio	COL
Mexico	Mexico	Quintana_Roo	MEX
Syrian_Arab_Republic	Syrian_Arab_Republic	Quneitra	SYR
Lesotho	Lesotho	Quthing_District	LSO
Maldives	Maldives	Raa	MDV
Morocco	Morocco	Rabat_Sale_Kenitra	MAR
Georgia	Georgia	Racha_Lechkhumi_And_Lower_Svaneti	GEO
Bahamas	Bahamas	Ragged_Island	BHS
Moldova	Moldova	Raionul_Anenii_Noi	MDA
Moldova	Moldova	Raionul_Basarabeasca	MDA
Moldova	Moldova	Raionul_Cahul	MDA
Moldova	Moldova	Raionul_Cantemir	MDA
Moldova	Moldova	Raionul_Criuleni	MDA
Moldova	Moldova	Raionul_Drochia	MDA
Moldova	Moldova	Raionul_Dubasari	MDA
Moldova	Moldova	Raionul_Falesti	MDA
Moldova	Moldova	Raionul_Glodeni	MDA
Moldova	Moldova	Raionul_Ialoveni	MDA
Moldova	Moldova	Raionul_Leova	MDA
Moldova	Moldova	Raionul_Nisporeni	MDA
Moldova	Moldova	Raionul_Orhei	MDA
Moldova	Moldova	Raionul_Rezina	MDA
Moldova	Moldova	Raionul_Singerei	MDA
Moldova	Moldova	Raionul_Soroca	MDA
Moldova	Moldova	Raionul_Ungheni	MDA
India	India	Rajasthan	IND
Moldova	Moldova	Rajon_Calarasi	MDA
Moldova	Moldova	Rajon_Causeni	MDA
Moldova	Moldova	Rajon_Cimislia	MDA
Moldova	Moldova	Rajon_Donduseni	MDA
Moldova	Moldova	Rajon_Edinet	MDA
Moldova	Moldova	Rajon_Floresti	MDA
Moldova	Moldova	Rajon_Hincesti	MDA
Moldova	Moldova	Rajon_Ocnita	MDA
Moldova	Moldova	Rajon_Riscani	MDA
Moldova	Moldova	Rajon_Soldanesti	MDA
Moldova	Moldova	Rajon_Stefan_Voda	MDA
Moldova	Moldova	Rajon_Straseni	MDA
Moldova	Moldova	Rajon_Telenesti	MDA
Bangladesh	Bangladesh	Rajshahi	BGD
Myanmar	Myanmar	Rakhine	MMR
Bangladesh	Bangladesh	Rangpur	BGD
Thailand	Thailand	Ranong_Province	THA
Estonia	Estonia	Rapla_Maakond	EST
United_Arab_Emirates	United_Arab_Emirates	Ras_Al_Khaimah	ARE
Serbia	Serbia	Rasina_District	SRB
Serbia	Serbia	Raska_District	SRB
North_Korea	North_Korea	Rason	PRK
Cambodia	Cambodia	Ratanakiri_Province	KHM
Thailand	Thailand	Ratchaburi_Province	THA
Yemen	Yemen	Raymah_Governorate	YEM
Thailand	Thailand	Rayong_Province	THA
Iran	Iran	Razavi_Khorasan	IRN
Bulgaria	Bulgaria	Razgrad	BGR
Egypt	Egypt	Red_Sea	EGY
Sudan	Sudan	Red_Sea_State	SDN
Antigua_And_Barbuda	Antigua_And_Barbuda	Redonda	ATG
Portugal	Portugal	Regiao_Autonoma_Da_Madeira	PRT
Portugal	Portugal	Regiao_Autonoma_Dos_Acores	PRT
Chile	Chile	Region_Aysen_Del_General_Carlos_Ibanez_Del_Campo	CHL
Philippines	Philippines	Region_I	PHL
Philippines	Philippines	Region_Ii	PHL
Philippines	Philippines	Region_Iii	PHL
Philippines	Philippines	Region_Iv_A	PHL
Philippines	Philippines	Region_Iv_B	PHL
Philippines	Philippines	Region_Ix	PHL
Chile	Chile	Region_Metropolitana_De_Santiago	CHL
Kosovo	Kosovo	Region_Of_Gjakova	XKX
Philippines	Philippines	Region_V	PHL
Philippines	Philippines	Region_Vi	PHL
Philippines	Philippines	Region_Vii	PHL
Philippines	Philippines	Region_Viii	PHL
Philippines	Philippines	Region_X	PHL
Philippines	Philippines	Region_Xi	PHL
Philippines	Philippines	Region_Xii	PHL
Philippines	Philippines	Region_Xiii	PHL
Algeria	Algeria	Relizane	DZA
Solomon_Islands	Solomon_Islands	Rennell_And_Bellona_Province	SLB
Uzbekistan	Uzbekistan	Republic_Of_Karakalpakstan	UZB
Russia	Russia	Republic_Of_Karelia	RUS
Russia	Russia	Republic_Of_Mordovia	RUS
Bosnia_And_Herzegovina	Bosnia_And_Herzegovina	Republika_Srpska	BIH
Guatemala	Guatemala	Retalhuleu	GTM
Germany	Germany	Rhineland_Palatinate	DEU
USA	USA	Rhode_Island	USA
Indonesia	Indonesia	Riau	IDN
Indonesia	Indonesia	Riau_Islands	IDN
Cabo_Verde	Cabo_Verde	Ribeira_Brava	CPV
Cabo_Verde	Cabo_Verde	Ribeira_Grande	CPV
Cabo_Verde	Cabo_Verde	Ribeira_Grande_De_Santiago	CPV
Syrian_Arab_Republic	Syrian_Arab_Republic	Rif_Dimashq	SYR
Latvia	Latvia	Riga_Region	LVA
Trinidad_And_Tobago	Trinidad_And_Tobago	Rio_Claro_Mayaro	TTO
Brazil	Brazil	Rio_De_Janeiro	BRA
Brazil	Brazil	Rio_Grande_Do_Norte	BRA
Brazil	Brazil	Rio_Grande_Do_Sul	BRA
Argentina	Argentina	Rio_Negro	ARG
Nicaragua	Nicaragua	Rio_San_Juan	NIC
Colombia	Colombia	Risaralda	COL
Nicaragua	Nicaragua	Rivas	NIC
Liberia	Liberia	River_Gee	LBR
Sudan	Sudan	River_Nile_State	SDN
Uruguay	Uruguay	Rivera	URY
Liberia	Liberia	Rivercess	LBR
Nigeria	Nigeria	Rivers	NGA
Mauritius	Mauritius	Riviere_Du_Rempart	MUS
Crimea	Crimea	Rivne_Oblast	UKR
Saudi_Arabia	Saudi_Arabia	Riyadh	SAU
Uruguay	Uruguay	Rocha	URY
Seychelles	Seychelles	Roche_Caim	SYC
Mauritius	Mauritius	Rodrigues	MUS
Norway	Norway	Rogaland	NOR
Thailand	Thailand	Roi_Et_Province	THA
Brazil	Brazil	Rondonia	BRA
Brazil	Brazil	Roraima	BRA
Ireland	Ireland	Roscommon	IRL
Russia	Russia	Rostov	RUS
Northern_Mariana_Islands	Northern_Mariana_Islands	Rota	MNP
Liechtenstein	Liechtenstein	Ruggell	LIE
Tanzania,_United_Republic_Of	Tanzania,_United_Republic_Of	Rukwa	TZA
Bahamas	Bahamas	Rum_Cay	BHS
Bulgaria	Bulgaria	Ruse	BGR
Burundi	Burundi	Rutana	BDI
Tanzania,_United_Republic_Of	Tanzania,_United_Republic_Of	Ruvuma	TZA
Burundi	Burundi	Ruyigi	BDI
North_Korea	North_Korea	Ryanggang	PRK
Russia	Russia	Ryazan	RUS
Yemen	Yemen	Sa'Dah_Governorate	YEM
Thailand	Thailand	Sa_Kaeo_Province	THA
Estonia	Estonia	Saare_Maakond	EST
Germany	Germany	Saarland	DEU
Bonaire,_Sint_Eustatius_And_Saba	Bonaire,_Sint_Eustatius_And_Saba	Saba	BES
Malaysia	Malaysia	Sabah	MYS
Sri_Lanka	Sri_Lanka	Sabaragamuwa_Province	LKA
Libya	Libya	Sabha	LBY
Guatemala	Guatemala	Sacatepequez	GTM
Mayotte	Mayotte	Sada	MYT
Japan	Japan	Saga	JPN
Myanmar	Myanmar	Sagaing	MMR
Burkina_Faso	Burkina_Faso	Sahel	BFA
Algeria	Algeria	Saida	DZA
Jamaica	Jamaica	Saint_Andrew	JAM
Dominica	Dominica	Saint_Andrew_Parish	DMA
Jamaica	Jamaica	Saint_Ann	JAM
Saint_Kitts_And_Nevis	Saint_Kitts_And_Nevis	Saint_Anne_Sandy_Point	KNA
Saint_Barthelemy	Saint_Barthelemy	Saint_Barthelemy	BLM
Reunion	Reunion	Saint_Benoit	REU
Jamaica	Jamaica	Saint_Catherine	JAM
Grenada	Grenada	Saint_David	GRD
Dominica	Dominica	Saint_David_Parish	DMA
Reunion	Reunion	Saint_Denis	REU
Jamaica	Jamaica	Saint_Elizabeth	JAM
Barbados	Barbados	Saint_George	BRB
Bermuda	Bermuda	Saint_George'S	BMU
Saint_Kitts_And_Nevis	Saint_Kitts_And_Nevis	Saint_George_Basseterre	KNA
Saint_Kitts_And_Nevis	Saint_Kitts_And_Nevis	Saint_George_Gingerland	KNA
Bermuda	Bermuda	Saint_George_Municipality	BMU
Dominica	Dominica	Saint_George_Parish	DMA
Jamaica	Jamaica	Saint_James	JAM
Saint_Kitts_And_Nevis	Saint_Kitts_And_Nevis	Saint_James_Windward	KNA
Barbados	Barbados	Saint_John	BRB
Saint_Kitts_And_Nevis	Saint_Kitts_And_Nevis	Saint_John_Capisterre	KNA
Saint_Kitts_And_Nevis	Saint_Kitts_And_Nevis	Saint_John_Figtree	KNA
Dominica	Dominica	Saint_John_Parish	DMA
Barbados	Barbados	Saint_Joseph	BRB
Dominica	Dominica	Saint_Joseph_Parish	DMA
French_Guiana	French_Guiana	Saint_Laurent_Du_Maroni	GUF
Seychelles	Seychelles	Saint_Loui	SYC
Senegal	Senegal	Saint_Louis	SEN
Barbados	Barbados	Saint_Lucy	BRB
Dominica	Dominica	Saint_Luke_Parish	DMA
Grenada	Grenada	Saint_Mark	GRD
Dominica	Dominica	Saint_Mark_Parish	DMA
Saint_Martin	Saint_Martin	Saint_Martin	MAF
Jamaica	Jamaica	Saint_Mary	JAM
Saint_Kitts_And_Nevis	Saint_Kitts_And_Nevis	Saint_Mary_Cayon	KNA
Barbados	Barbados	Saint_Michael	BRB
Grenada	Grenada	Saint_Patrick	GRD
Dominica	Dominica	Saint_Patrick_Parish	DMA
Antigua_And_Barbuda	Antigua_And_Barbuda	Saint_Paul	ATG
Saint_Kitts_And_Nevis	Saint_Kitts_And_Nevis	Saint_Paul_Capisterre	KNA
Saint_Kitts_And_Nevis	Saint_Kitts_And_Nevis	Saint_Paul_Charlestown	KNA
Dominica	Dominica	Saint_Paul_Parish	DMA
Barbados	Barbados	Saint_Peter	BRB
Saint_Kitts_And_Nevis	Saint_Kitts_And_Nevis	Saint_Peter_Basseterre	KNA
Dominica	Dominica	Saint_Peter_Parish	DMA
Russia	Russia	Saint_Petersburg	RUS
Barbados	Barbados	Saint_Philip	BRB
Martinique	Martinique	Saint_Pierre	MTQ
Jamaica	Jamaica	Saint_Thomas	JAM
Saint_Kitts_And_Nevis	Saint_Kitts_And_Nevis	Saint_Thomas_Lowland	KNA
Saint_Kitts_And_Nevis	Saint_Kitts_And_Nevis	Saint_Thomas_Middle_Island	KNA
Northern_Mariana_Islands	Northern_Mariana_Islands	Saipan	MNP
Japan	Japan	Saitama	JPN
Russia	Russia	Sakha_Republic	RUS
Russia	Russia	Sakhalin	RUS
Thailand	Thailand	Sakon_Nakhon_Province	THA
Cabo_Verde	Cabo_Verde	Sal	CPV
Iraq	Iraq	Saladin	IRQ
Romania	Romania	Salaj	ROU
Chad	Chad	Salamat	TCD
Lao	Lao	Salavan	LAO
Argentina	Argentina	Salta	ARG
Uruguay	Uruguay	Salto	URY
Austria	Austria	Salzburg	AUT
Dominican_Republic	Dominican_Republic	Samana	DOM
Afghanistan	Afghanistan	Samangan	AFG
Russia	Russia	Samara	RUS
Uzbekistan	Uzbekistan	Samarqand_Region	UZB
Kenya	Kenya	Samburu	KEN
Bhutan	Bhutan	Samdrup_Jongkhar_District	BTN
Georgia	Georgia	Samegrelo_Upper_Svaneti	GEO
Bhutan	Bhutan	Samtse_District	BTN
Georgia	Georgia	Samtskhe_Javakheti	GEO
Thailand	Thailand	Samut_Prakan_Province	THA
Thailand	Thailand	Samut_Sakhon_Province	THA
Thailand	Thailand	Samut_Songkhram_Province	THA
Yemen	Yemen	Sana'a	YEM
Yemen	Yemen	Sana'a_Governate	YEM
Dominican_Republic	Dominican_Republic	San_Cristobal	DOM
Trinidad_And_Tobago	Trinidad_And_Tobago	San_Fernando	TTO
Uruguay	Uruguay	San_Jose	URY
Dominican_Republic	Dominican_Republic	San_Jose_De_Ocoa	DOM
Argentina	Argentina	San_Juan	ARG
Trinidad_And_Tobago	Trinidad_And_Tobago	San_Juan_Laventille	TTO
Argentina	Argentina	San_Luis	ARG
Mexico	Mexico	San_Luis_Potosi	MEX
Guatemala	Guatemala	San_Marcos	GTM
Peru	Peru	San_Martin	PER
El_Salvador	El_Salvador	San_Miguel	SLV
Paraguay	Paraguay	San_Pedro	PRY
Dominican_Republic	Dominican_Republic	San_Pedro_De_Macoris	DOM
Bahamas	Bahamas	San_Salvador	BHS
El_Salvador	El_Salvador	San_Vicente	SLV
Somalia	Somalia	Sanaag	SOM
Dominican_Republic	Dominican_Republic	Sanchez_Ramirez	DOM
Cuba	Cuba	Sancti_Spiritus	CUB
Papua_New_Guinea	Papua_New_Guinea	Sandaun	PNG
Faroe_Islands	Faroe_Islands	Sandoyar	FRO
Bermuda	Bermuda	Sandys	BMU
Republic_Of_The_Congo	Republic_Of_The_Congo	Sangha	COG
Central_African_Republic	Central_African_Republic	Sangha_Mbaere	CAF
Trinidad_And_Tobago	Trinidad_And_Tobago	Sangre_Grande	TTO
Switzerland	Switzerland	Sankt_Gallen	CHE
DRC	DRC	Sankuru	COD
Vanuatu	Vanuatu	Sanma	VUT
Andorra	Andorra	Sant_Julia_De_Loria	AND
El_Salvador	El_Salvador	Santa_Ana	SLV
Honduras	Honduras	Santa_Barbara	HND
Brazil	Brazil	Santa_Catarina	BRA
Cabo_Verde	Cabo_Verde	Santa_Catarina_Do_Fogo	CPV
Argentina	Argentina	Santa_Cruz	ARG
Ecuador	Ecuador	Santa_Elena	ECU
Argentina	Argentina	Santa_Fe	ARG
Guam	Guam	Santa_Rita	GUM
Guatemala	Guatemala	Santa_Rosa	GTM
Colombia	Colombia	Santander	COL
Portugal	Portugal	Santarem	PRT
Dominican_Republic	Dominican_Republic	Santiago	DOM
Cuba	Cuba	Santiago_De_Cuba	CUB
Argentina	Argentina	Santiago_Del_Estero	ARG
